"d","k0","k1","seed","weight_shared","balanced","sigma2_Mu","model","b","mu_Mu","alpha_Lambda","beta_Lambda","nlabel"
800,19,65,29,0.5,"balanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"balanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.5,"unbalanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"balanced",50,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",1,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",1,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",10,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",10,"BPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",50,"SPM",0.000595238095238095,0,2,4,5
800,19,65,29,0.2,"unbalanced",50,"BPM",0.000595238095238095,0,2,4,5
800,20,60,30,0.5,"balanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"balanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.5,"unbalanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"balanced",50,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",1,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",1,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",10,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",10,"BPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",50,"SPM",0.000625,0,2,4,5
800,20,60,30,0.2,"unbalanced",50,"BPM",0.000625,0,2,4,5
800,21,55,31,0.5,"balanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"balanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.5,"unbalanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"balanced",50,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",1,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",1,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",10,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",10,"BPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",50,"SPM",0.000657894736842105,0,2,4,5
800,21,55,31,0.2,"unbalanced",50,"BPM",0.000657894736842105,0,2,4,5
800,22,50,32,0.5,"balanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"balanced",50,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.5,"unbalanced",50,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"balanced",50,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",1,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",1,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",10,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",10,"BPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",50,"SPM",0.000694444444444444,0,2,4,5
800,22,50,32,0.2,"unbalanced",50,"BPM",0.000694444444444444,0,2,4,5
800,23,45,33,0.5,"balanced",1,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"balanced",1,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"balanced",10,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"balanced",10,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"balanced",50,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"balanced",50,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",1,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",1,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",10,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",10,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",50,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.5,"unbalanced",50,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",1,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",1,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",10,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",10,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",50,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"balanced",50,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",1,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",1,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",10,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",10,"BPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",50,"SPM",0.000735294117647059,0,2,4,5
800,23,45,33,0.2,"unbalanced",50,"BPM",0.000735294117647059,0,2,4,5
800,24,40,34,0.5,"balanced",1,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"balanced",1,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"balanced",10,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"balanced",10,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"balanced",50,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"balanced",50,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",1,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",1,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",10,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",10,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",50,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.5,"unbalanced",50,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",1,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",1,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",10,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",10,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",50,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"balanced",50,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",1,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",1,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",10,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",10,"BPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",50,"SPM",0.00078125,0,2,4,5
800,24,40,34,0.2,"unbalanced",50,"BPM",0.00078125,0,2,4,5
800,25,35,35,0.5,"balanced",1,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"balanced",1,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"balanced",10,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"balanced",10,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"balanced",50,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"balanced",50,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",1,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",1,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",10,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",10,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",50,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.5,"unbalanced",50,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",1,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",1,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",10,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",10,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",50,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"balanced",50,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",1,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",1,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",10,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",10,"BPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",50,"SPM",0.000833333333333333,0,2,4,5
800,25,35,35,0.2,"unbalanced",50,"BPM",0.000833333333333333,0,2,4,5
800,26,30,36,0.5,"balanced",1,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"balanced",1,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"balanced",10,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"balanced",10,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"balanced",50,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"balanced",50,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",1,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",1,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",10,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",10,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",50,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.5,"unbalanced",50,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",1,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",1,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",10,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",10,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",50,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"balanced",50,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",1,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",1,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",10,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",10,"BPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",50,"SPM",0.000892857142857143,0,2,4,5
800,26,30,36,0.2,"unbalanced",50,"BPM",0.000892857142857143,0,2,4,5
800,27,25,37,0.5,"balanced",1,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"balanced",1,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"balanced",10,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"balanced",10,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"balanced",50,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"balanced",50,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",1,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",1,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",10,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",10,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",50,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.5,"unbalanced",50,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",1,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",1,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",10,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",10,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",50,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"balanced",50,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",1,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",1,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",10,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",10,"BPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",50,"SPM",0.000961538461538462,0,2,4,5
800,27,25,37,0.2,"unbalanced",50,"BPM",0.000961538461538462,0,2,4,5
800,28,20,38,0.5,"balanced",1,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"balanced",1,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"balanced",10,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"balanced",10,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"balanced",50,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"balanced",50,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",1,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",1,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",10,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",10,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",50,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.5,"unbalanced",50,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",1,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",1,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",10,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",10,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",50,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"balanced",50,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",1,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",1,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",10,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",10,"BPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",50,"SPM",0.00104166666666667,0,2,4,5
800,28,20,38,0.2,"unbalanced",50,"BPM",0.00104166666666667,0,2,4,5
800,29,15,39,0.5,"balanced",1,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"balanced",1,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"balanced",10,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"balanced",10,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"balanced",50,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"balanced",50,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",1,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",1,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",10,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",10,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",50,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.5,"unbalanced",50,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",1,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",1,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",10,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",10,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",50,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"balanced",50,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",1,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",1,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",10,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",10,"BPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",50,"SPM",0.00113636363636364,0,2,4,5
800,29,15,39,0.2,"unbalanced",50,"BPM",0.00113636363636364,0,2,4,5
800,30,10,40,0.5,"balanced",1,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"balanced",1,"BPM",0.00125,0,2,4,5
800,30,10,40,0.5,"balanced",10,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"balanced",10,"BPM",0.00125,0,2,4,5
800,30,10,40,0.5,"balanced",50,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"balanced",50,"BPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",1,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",1,"BPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",10,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",10,"BPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",50,"SPM",0.00125,0,2,4,5
800,30,10,40,0.5,"unbalanced",50,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",1,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",1,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",10,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",10,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",50,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"balanced",50,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",1,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",1,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",10,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",10,"BPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",50,"SPM",0.00125,0,2,4,5
800,30,10,40,0.2,"unbalanced",50,"BPM",0.00125,0,2,4,5
800,31,5,41,0.5,"balanced",1,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"balanced",1,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"balanced",10,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"balanced",10,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"balanced",50,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"balanced",50,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",1,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",1,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",10,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",10,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",50,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.5,"unbalanced",50,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",1,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",1,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",10,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",10,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",50,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"balanced",50,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",1,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",1,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",10,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",10,"BPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",50,"SPM",0.00138888888888889,0,2,4,5
800,31,5,41,0.2,"unbalanced",50,"BPM",0.00138888888888889,0,2,4,5
800,32,0,42,0.5,"balanced",1,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"balanced",1,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"balanced",10,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"balanced",10,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"balanced",50,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"balanced",50,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",1,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",1,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",10,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",10,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",50,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.5,"unbalanced",50,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",1,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",1,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",10,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",10,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",50,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"balanced",50,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",1,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",1,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",10,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",10,"BPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",50,"SPM",0.0015625,0,2,4,5
800,32,0,42,0.2,"unbalanced",50,"BPM",0.0015625,0,2,4,5
